case,mode,seed,best_step,node_table_bytes,decoder_trainable_bytes,mre_percent,p95_relative_percent,max_relative_percent,mae,normalized_mse,direction_half_difference_rmse,cycle_half_difference_rmse,prediction_cycle_max_abs,overprediction_fraction,underprediction_fraction,negative_prediction_fraction,high_asymmetry_mre_percent,short_quartile_mre_percent
cube6_cycle3,B8,1234,458,49152,0,7.6291332377228746e-06,2.384185791015625e-05,0.0003933906555175781,2.6154398502063584e-07,9.980902682431087e-15,2.2299235660986762e-07,3.8607336767297895e-07,1.5000009536743164,0.0,0.0,0.0,5.944006184421518e-06,1.1632662443887618e-05
cube6_cycle3,Shared-L1,42,1352,49152,0,7.436972591017663e-06,1.5894571940104164e-05,7.152557373046875e-05,2.78233025502576e-07,9.202832898987706e-15,2.647673848833907e-07,4.559335297751776e-07,1.5,0.0,0.0,0.0,6.840022270956998e-06,1.0435839021016679e-05
cube6_cycle3,Shared-L1,99,1500,49152,0,5.8144775548897044e-06,1.5894571940104164e-05,5.9604644775390625e-05,2.2157025482850134e-07,8.109369581972829e-15,2.4730179067945476e-07,4.329998998655465e-07,1.5,0.0,0.0,0.0,5.697821656232158e-06,7.460780796550569e-06
cube6_cycle3,Shared-L1,1234,1497,49152,0,6.77163227631011e-06,1.5894571940104164e-05,8.344650268554688e-05,2.6062403985967184e-07,9.601706611708796e-15,2.9123752381100225e-07,5.142233310212798e-07,1.4999996423721313,0.0,0.0,0.0,7.731554211762846e-06,8.837807746160598e-06
cube6_cycle3,MRN-L2,42,1274,49152,0,9.237243642312743,25.82772970199584,64.93668556213379,0.3068105128429583,0.009657220627042187,0.140067931223248,0.23623765207226968,2.0211576223373413,0.6431337260034904,0.3568390052356021,0.0,8.342476473830482,15.219693424860163
cube6_cycle3,MRN-L2,99,170,49152,0,9.646898563150964,28.38417887687683,69.11931037902832,0.3119866440501747,0.008784971739113924,0.06363108580848528,0.11095338953497734,1.4306172132492065,0.6093204624781849,0.39065226876090753,0.0,8.045807032717796,16.471278153892076
cube6_cycle3,MRN-L2,1234,246,49152,0,8.327188892632865,25.32537877559657,63.30974102020264,0.27701278792021317,0.007761873234885459,0.10159055543303519,0.18587127509527912,1.7830814123153687,0.6349803664921466,0.3650196335078534,0.0,7.070520507965099,13.616020425947175
cube6_cycle3,IQE-maxmean,42,1499,49152,4,0.5268976237969457,1.8375808000564562,5.74268102645874,0.014966222618496856,2.113362397435287e-05,0.007685015923013644,0.013522535985500466,1.5206822156906128,0.6200916230366492,0.3793084642233857,0.0,0.46806833866944225,1.0420397204893923
cube6_cycle3,IQE-maxmean,99,1499,49152,4,0.5510421914857992,1.8167406320571886,5.451595783233643,0.015353640820993594,2.2084255381696788e-05,0.0072162337625934995,0.012648265955649128,1.523661494255066,0.618564572425829,0.38091732111692844,0.0,0.4640329687821644,1.1108955909453688
cube6_cycle3,IQE-maxmean,1234,1500,49152,4,0.5284211206055857,1.6846275329589835,5.103802680969238,0.014768194163422933,2.056001221043266e-05,0.006469003175114039,0.011257856674070768,1.5187040567398071,0.6174192844677138,0.3820898778359511,0.0,0.43103389178338664,1.0612999443851765
cube6_cycle3,IQE-sum,42,1500,49152,0,5.688166746888724e-05,0.00020265579223632812,0.0010967254638671875,1.7295066546811275e-06,3.1829511093814166e-13,1.0030551142882792e-06,1.5847668001902899e-06,1.5000041723251343,0.0001636125654450262,0.00010907504363001745,0.0,4.5958280602775556e-05,0.00010353941766042559
cube6_cycle3,IQE-sum,99,1500,49152,0,0.00041860351808784625,0.0014424324035644531,0.00667572021484375,1.2742727669849861e-05,1.6879170089442064e-11,6.763662741774809e-06,1.0587111750589424e-05,1.5000295639038086,0.32801592495637,0.1830824607329843,0.0,0.0003494316879561339,0.0007705949246883393
cube6_cycle3,IQE-sum,1234,1500,49152,0,0.00010068555675440178,0.0003457069396972656,0.0013470649719238281,3.0377093071920915e-06,8.852099482829286e-13,9.81476144239764e-07,1.3674692168904853e-06,1.5000001192092896,0.0049901832460732985,0.0016361256544502618,0.0,7.996463744097916e-05,0.00018846287968612852
